"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"7035","S8R839_M4070311_6","LSD","S8R839 - Turnover (VAT excluded) indices of retail trade, motor vehicles, catering enterprises at current prices (2015 – 100)","S8R839 - Mažmeninės prekybos, variklinių transporto priemonių, maitinimo įmonių apyvartos (be PVM) indeksai to meto kainomis (2015 m. – 100)","Economic activity (NACE Rev. 2) (1998 - 2018) (Was renewed: 2019-03-28)","Ekonominės veiklos rūšis (EVRK 2 red.) (1998 - 2018) (Atnaujinta: 2019-03-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R839_M4070311_6(1.0)",FALSE,FALSE,NA,NA,"M4070311_6"
"7036","S7R263_M2021005","LSD","S7R263 - Weights for house price index","S7R263 - Būsto kainų indekso svoriai","Housing expenditure categories | Territorial level (2006 - 2018) (Was renewed: 2018-06-19)","Išlaidų būstui kategorijos | Teritorinis lygmuo (2006 - 2018) (Atnaujinta: 2018-06-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R263_M2021005(1.0)",FALSE,FALSE,NA,NA,"M2021005"
"7037","S7R264_M2021006","LSD","S7R264 - Weights for owner-occupied housing price index","S7R264 - Savininkų užimtų būstų kainų indekso svoriai","Owner-occupiers' housing expenditure category (2006 - 2018) (Was renewed: 2018-06-19)","Išlaidų būstui kategorija (2006 - 2018) (Atnaujinta: 2018-06-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R264_M2021006(1.0)",FALSE,FALSE,NA,NA,"M2021006"
"7038","S3R0140_M3170502","LSD","S3R0140 - Children lost in fires","S3R0140 - Gaisruose žuvę vaikai","Sex (2005 - 2018) (Was renewed: 2019-02-27)","Lytis (2005 - 2018) (Atnaujinta: 2019-02-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0140_M3170502(1.0)",FALSE,FALSE,NA,NA,"M3170502"
"7039","S3R0140_M3170502_1","LSD","S3R0140 - Children lost in fires","S3R0140 - Gaisruose žuvę vaikai","Place of residence (2005 - 2018) (Was renewed: 2019-02-27)","Gyvenamoji vietovė (2005 - 2018) (Atnaujinta: 2019-02-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0140_M3170502_1(1.0)",FALSE,FALSE,NA,NA,"M3170502_1"
"7040","S3R0140_M3170502_2","LSD","S3R0140 - Children lost in fires","S3R0140 - Gaisruose žuvę vaikai","Age (2005 - 2018) (Was renewed: 2019-02-27)","Amžius (2005 - 2018) (Atnaujinta: 2019-02-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0140_M3170502_2(1.0)",FALSE,FALSE,NA,NA,"M3170502_2"
"7041","S8R840_M4050117","LSD","S8R840 - Indexes of sales and services (VAT and excises excluded) (2015 – 100)","S8R840 - Pardavimų ir paslaugų (be PVM ir akcizo) indeksai (2015 m. – 100)","Economic activity (NACE Rev. 2) | Market (1998M01 - 2019M02) (Was renewed: 2019-04-10)","Ekonominės veiklos rūšis (EVRK 2 red.) | Rinka (1998M01 - 2019M02) (Atnaujinta: 2019-04-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R840_M4050117(1.0)",FALSE,FALSE,NA,NA,"M4050117"
"7042","S8R840_M4050118","LSD","S8R840 - Indexes of sales and services (VAT and excises excluded) (2015 – 100)","S8R840 - Pardavimų ir paslaugų (be PVM ir akcizo) indeksai (2015 m. – 100)","Main industrial grouping | Market (1998M01 - 2019M02) (Was renewed: 2019-04-10)","Pagrindinė pramoninė grupė | Rinka (1998M01 - 2019M02) (Atnaujinta: 2019-04-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R840_M4050118(1.0)",FALSE,FALSE,NA,NA,"M4050118"
"7043","S7R265_M2020619","LSD","S7R265 - Import price indices (2015 – 100)","S7R265 - Importuotų prekių kainų indeksai (2015 m. – 100)","Classification of Products by Activity (CPA 2008) | Market (2006M01 - 2019M02) (Was renewed: 2019-04-19)","Produktų pagal veiklos rūšį klasifikatorius (CPA 2008) | Rinka (2006M01 - 2019M02) (Atnaujinta: 2019-04-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R265_M2020619(1.0)",FALSE,FALSE,NA,NA,"M2020619"
"7044","S7R265_M2020620","LSD","S7R265 - Import price indices (2015 – 100)","S7R265 - Importuotų prekių kainų indeksai (2015 m. – 100)","Main industrial grouping (2006M01 - 2019M02) (Was renewed: 2019-04-19)","Pagrindinė pramoninė grupė (2006M01 - 2019M02) (Atnaujinta: 2019-04-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R265_M2020620(1.0)",FALSE,FALSE,NA,NA,"M2020620"
"7045","S7R266_M2020519","LSD","S7R266 - Export price indices (2015 – 100)","S7R266 - Eksportuotų prekių kainų indeksai (2015 m. – 100)","Classification of Products by Activity (CPA 2008) (2006M01 - 2019M02) (Was renewed: 2019-04-19)","Produktų pagal veiklos rūšį klasifikatorius (CPA 2008) (2006M01 - 2019M02) (Atnaujinta: 2019-04-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R266_M2020519(1.0)",FALSE,FALSE,NA,NA,"M2020519"
"7046","S7R266_M2020520","LSD","S7R266 - Export price indices (2015 – 100)","S7R266 - Eksportuotų prekių kainų indeksai (2015 m. – 100)","Main industrial grouping (2006M01 - 2019M02) (Was renewed: 2019-04-19)","Pagrindinė pramoninė grupė (2006M01 - 2019M02) (Atnaujinta: 2019-04-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R266_M2020520(1.0)",FALSE,FALSE,NA,NA,"M2020520"
"7047","S8R841_M4070211_3","LSD","S8R841 - Turnover (VAT excluded) indices of wholesale trade enterprises (2015 – 100)","S8R841 - Didmeninės prekybos įmonių apyvartos (be PVM) indeksai to meto kainomis (2015 m. – 100)","Economic activity (NACE Rev. 2) (1998K1 - 2018K4) (Was renewed: 2019-03-27)","Ekonominės veiklos rūšis (EVRK 2 red.) (1998K1 - 2018K4) (Atnaujinta: 2019-03-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R841_M4070211_3(1.0)",FALSE,FALSE,NA,NA,"M4070211_3"
"7048","S8R841_M4070313_3","LSD","S8R841 - Turnover (VAT excluded) indices of wholesale trade enterprises (2015 – 100)","S8R841 - Didmeninės prekybos įmonių apyvartos (be PVM) indeksai to meto kainomis (2015 m. – 100)","Economic activity (NACE Rev. 2) (1998 - 2018) (Was renewed: 2019-03-27)","Ekonominės veiklos rūšis (EVRK 2 red.) (1998 - 2018) (Atnaujinta: 2019-03-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R841_M4070313_3(1.0)",FALSE,FALSE,NA,NA,"M4070313_3"
"7049","S8R841_M4070103_8","LSD","S8R841 - Turnover (VAT excluded) indices of wholesale trade enterprises (2015 – 100)","S8R841 - Didmeninės prekybos įmonių apyvartos (be PVM) indeksai to meto kainomis (2015 m. – 100)","Economic activity (NACE Rev. 2) (2010M01 - 2019M02) (Was renewed: 2019-04-26)","Ekonominės veiklos rūšis (EVRK 2 red.) (2010M01 - 2019M02) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R841_M4070103_8(1.0)",FALSE,FALSE,NA,NA,"M4070103_8"
"7050","S8R842_M4070103_9","LSD","S8R842 - Turnover (VAT excluded) indices of wholesale trade enterprises at constant prices (2015 – 100)","S8R842 - Didmeninės prekybos įmonių apyvartos (be PVM) indeksai palyginamosiomis kainomis (2015 m. – 100)","Economic activity (NACE Rev. 2) (2010M01 - 2019M02) (Was renewed: 2019-04-26)","Ekonominės veiklos rūšis (EVRK 2 red.) (2010M01 - 2019M02) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R842_M4070103_9(1.0)",FALSE,FALSE,NA,NA,"M4070103_9"
"7051","S8R842_M4070211_4","LSD","S8R842 - Turnover (VAT excluded) indices of wholesale trade enterprises at constant prices (2015 – 100)","S8R842 - Didmeninės prekybos įmonių apyvartos (be PVM) indeksai palyginamosiomis kainomis (2015 m. – 100)","Economic activity (NACE Rev. 2) (2010K1 - 2018K4) (Was renewed: 2019-03-27)","Ekonominės veiklos rūšis (EVRK 2 red.) (2010K1 - 2018K4) (Atnaujinta: 2019-03-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R842_M4070211_4(1.0)",FALSE,FALSE,NA,NA,"M4070211_4"
"7052","S8R842_M4070313_4","LSD","S8R842 - Turnover (VAT excluded) indices of wholesale trade enterprises at constant prices (2015 – 100)","S8R842 - Didmeninės prekybos įmonių apyvartos (be PVM) indeksai palyginamosiomis kainomis (2015 m. – 100)","Economic activity (NACE Rev. 2) (2010 - 2018) (Was renewed: 2019-03-27)","Ekonominės veiklos rūšis (EVRK 2 red.) (2010 - 2018) (Atnaujinta: 2019-03-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R842_M4070313_4(1.0)",FALSE,FALSE,NA,NA,"M4070313_4"
"7053","S7R267_M2040215","LSD","S7R267 - General Government Debt (Maastricht debt)","S7R267 - Valdžios sektoriaus skola (Mastrichto skola)","Debt indicator | Institutional sector (2000K1 - 2018K4) (Was renewed: 2019-04-19)","Institucinis sektorius | Skolos rodikliai (2000K1 - 2018K4) (Atnaujinta: 2019-04-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R267_M2040215(1.0)",FALSE,FALSE,NA,NA,"M2040215"
"7054","S7R268_M2040217","LSD","S7R268 - General government revenue and expenditure","S7R268 - Valdžios sektoriaus pajamos ir išlaidos","Institutional sector | Transaction (1999K1 - 2018K4) (Was renewed: 2019-04-05)","Institucinis sektorius | Sandoris (1999K1 - 2018K4) (Atnaujinta: 2019-04-05)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R268_M2040217(1.0)",FALSE,FALSE,NA,NA,"M2040217"
"7055","S7R268_M2040218","LSD","S7R268 - General government revenue and expenditure","S7R268 - Valdžios sektoriaus pajamos ir išlaidos","Institutional sector | Transaction (1995 - 2018) (Was renewed: 2019-04-05)","Institucinis sektorius | Sandoris (1995 - 2018) (Atnaujinta: 2019-04-05)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R268_M2040218(1.0)",FALSE,FALSE,NA,NA,"M2040218"
"7056","S7R269_M2040216","LSD","S7R269 - Financial accounts of general government","S7R269 - Valdžios sektoriaus finansinės sąskaitos","Assets/Liabilities | Indicators | Sectos / Subsector | Type of Financial indicator (1998K4 - 2018K4) (Was renewed: 2019-04-19)","Finansinio rodiklio tipas | Rodikliai | Sektorius / Subsektorius | Turtas/Įsipareigojimai (1998K4 - 2018K4) (Atnaujinta: 2019-04-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R269_M2040216(1.0)",FALSE,FALSE,NA,NA,"M2040216"
"7057","S9R259_M5010215_4","LSD","S9R259 - Gross agricultural production indices (2015 – 100)","S9R259 - Bendrosios žemės ūkio produkcijos indeksai (2015 m. – 100)","Farm type | Production (2013K1 - 2019K1) (Was renewed: 2019-04-30)","Produkcija | Ūkio tipas (2013K1 - 2019K1) (Atnaujinta: 2019-04-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S9R259_M5010215_4(1.0)",FALSE,FALSE,NA,NA,"M5010215_4"
"7058","S9R259_M5010215_3","LSD","S9R259 - Gross agricultural production indices (2015 – 100)","S9R259 - Bendrosios žemės ūkio produkcijos indeksai (2015 m. – 100)","Farm type | Production (2013 - 2018) (Was renewed: 2019-01-30)","Produkcija | Ūkio tipas (2013 - 2018) (Atnaujinta: 2019-01-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S9R259_M5010215_3(1.0)",FALSE,FALSE,NA,NA,"M5010215_3"
"7059","S7R270_M2040104","LSD","S7R270 - General Government Debt (SNA 2008)","S7R270 - Valdžios sektoriaus skola (SNA 2008)","Debt indicators (2012K1 - 2018K4) (Was renewed: 2019-04-19)","Skolos rodikliai (2012K1 - 2018K4) (Atnaujinta: 2019-04-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S7R270_M2040104(1.0)",FALSE,FALSE,NA,NA,"M2040104"
"7060","S9R260_M5010624","LSD","S9R260 - Price indices of goods and services purchased for agricultural production purposes (2015 – 100)","S9R260 - Žemės ūkio produkcijos gamybos reikmėms įsigytų prekių ir paslaugų kainų indeksai (2015 m. – 100)","Products and services (2015K1 - 2018K4) (Was renewed: 2019-02-20)","Prekės ir paslaugos (2015K1 - 2018K4) (Atnaujinta: 2019-02-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S9R260_M5010624(1.0)",FALSE,FALSE,NA,NA,"M5010624"
"7061","S9R260_M5010725","LSD","S9R260 - Price indices of goods and services purchased for agricultural production purposes (2015 – 100)","S9R260 - Žemės ūkio produkcijos gamybos reikmėms įsigytų prekių ir paslaugų kainų indeksai (2015 m. – 100)","Products and services (2015 - 2018) (Was renewed: 2019-03-01)","Prekės ir paslaugos (2015 - 2018) (Atnaujinta: 2019-03-01)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S9R260_M5010725(1.0)",FALSE,FALSE,NA,NA,"M5010725"
"7062","S9R261_M5010625","LSD","S9R261 - Price indices of goods used for agricultural investment (2015 – 100)","S9R261 - Žemės ūkio investicijoms panaudotų prekių kainų indeksai (2015 m. – 100)","Products and services (2015K1 - 2018K4) (Was renewed: 2019-02-20)","Prekės ir paslaugos (2015K1 - 2018K4) (Atnaujinta: 2019-02-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S9R261_M5010625(1.0)",FALSE,FALSE,NA,NA,"M5010625"
"7063","S9R261_M5010726","LSD","S9R261 - Price indices of goods used for agricultural investment (2015 – 100)","S9R261 - Žemės ūkio investicijoms panaudotų prekių kainų indeksai (2015 m. – 100)","Products and services (2015 - 2018) (Was renewed: 2019-03-01)","Prekės ir paslaugos (2015 - 2018) (Atnaujinta: 2019-03-01)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S9R261_M5010726(1.0)",FALSE,FALSE,NA,NA,"M5010726"
"7064","S3R0141_M3170140","LSD","S3R0141 - Recorded persons as victims of domestic crime related to threatening","S3R0141 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su grasinimu, artimoje aplinkoje","Children and  adults | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0141_M3170140(1.0)",FALSE,FALSE,NA,NA,"M3170140"
"7065","S3R0141_M3170140_1","LSD","S3R0141 - Recorded persons as victims of domestic crime related to threatening","S3R0141 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su grasinimu, artimoje aplinkoje","Children and  adults | Place of residence | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Gyvenamoji vietovė | Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0141_M3170140_1(1.0)",FALSE,FALSE,NA,NA,"M3170140_1"
"7066","S3R0141_M3170140_2","LSD","S3R0141 - Recorded persons as victims of domestic crime related to threatening","S3R0141 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su grasinimu, artimoje aplinkoje","Children and  adults | Occupation (2017 - 2018) (Was renewed: 2019-02-15)","Užimtumas | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0141_M3170140_2(1.0)",FALSE,FALSE,NA,NA,"M3170140_2"
"7067","S3R0141_M3170140_3","LSD","S3R0141 - Recorded persons as victims of domestic crime related to threatening","S3R0141 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su grasinimu, artimoje aplinkoje","Children and  adults | Domestic environment | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Artima aplinka | Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0141_M3170140_3(1.0)",FALSE,FALSE,NA,NA,"M3170140_3"
"7068","S3R0141_M3170140_4","LSD","S3R0141 - Recorded persons as victims of domestic crime related to threatening","S3R0141 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su grasinimu, artimoje aplinkoje","Children and  adults | Regions | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Lytis | Regionai | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0141_M3170140_4(1.0)",FALSE,FALSE,NA,NA,"M3170140_4"
"7069","S3R0142_M3170142","LSD","S3R0142 - Persons recorded as victims of domestic crime related to non-severe health impairments","S3R0142 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su nesunkiu sveikatos sutrikdymu, artimoje aplinkoje","Children and  adults | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0142_M3170142(1.0)",FALSE,FALSE,NA,NA,"M3170142"
"7070","S3R0142_M3170142_1","LSD","S3R0142 - Persons recorded as victims of domestic crime related to non-severe health impairments","S3R0142 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su nesunkiu sveikatos sutrikdymu, artimoje aplinkoje","Children and  adults | Place of residence | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Gyvenamoji vietovė | Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0142_M3170142_1(1.0)",FALSE,FALSE,NA,NA,"M3170142_1"
"7071","S3R0142_M3170142_2","LSD","S3R0142 - Persons recorded as victims of domestic crime related to non-severe health impairments","S3R0142 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su nesunkiu sveikatos sutrikdymu, artimoje aplinkoje","Administrative territory | Children and  adults | Sex (2017 - 2018) (Was renewed: 2019-02-25)","Administracinė teritorija | Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0142_M3170142_2(1.0)",FALSE,FALSE,NA,NA,"M3170142_2"
"7072","S3R0142_M3170142_3","LSD","S3R0142 - Persons recorded as victims of domestic crime related to non-severe health impairments","S3R0142 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su nesunkiu sveikatos sutrikdymu, artimoje aplinkoje","Children and  adults | Occupation (2017 - 2018) (Was renewed: 2019-02-15)","Užimtumas | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0142_M3170142_3(1.0)",FALSE,FALSE,NA,NA,"M3170142_3"
"7073","S3R0142_M3170142_4","LSD","S3R0142 - Persons recorded as victims of domestic crime related to non-severe health impairments","S3R0142 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su nesunkiu sveikatos sutrikdymu, artimoje aplinkoje","Children and  adults | Domestic environment | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Artima aplinka | Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0142_M3170142_4(1.0)",FALSE,FALSE,NA,NA,"M3170142_4"
"7074","S3R0143_M3170143","LSD","S3R0143 - Persons recorded  as victims of domestic crime related to severe health impairments","S3R0143 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su sunkiu sveikatos sutrikdymu, artimoje aplinkoje","Children and  adults | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0143_M3170143(1.0)",FALSE,FALSE,NA,NA,"M3170143"
"7075","S3R0143_M3170143_1","LSD","S3R0143 - Persons recorded  as victims of domestic crime related to severe health impairments","S3R0143 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su sunkiu sveikatos sutrikdymu, artimoje aplinkoje","Children and  adults | Place of residence | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Gyvenamoji vietovė | Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0143_M3170143_1(1.0)",FALSE,FALSE,NA,NA,"M3170143_1"
"7076","S3R0143_M3170143_2","LSD","S3R0143 - Persons recorded  as victims of domestic crime related to severe health impairments","S3R0143 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su sunkiu sveikatos sutrikdymu, artimoje aplinkoje","Children and  adults | Regions | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Lytis | Regionai | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0143_M3170143_2(1.0)",FALSE,FALSE,NA,NA,"M3170143_2"
"7077","S3R0143_M3170143_3","LSD","S3R0143 - Persons recorded  as victims of domestic crime related to severe health impairments","S3R0143 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su sunkiu sveikatos sutrikdymu, artimoje aplinkoje","Children and  adults | Occupation (2017 - 2018) (Was renewed: 2019-02-15)","Užimtumas | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0143_M3170143_3(1.0)",FALSE,FALSE,NA,NA,"M3170143_3"
"7078","S3R0143_M3170143_4","LSD","S3R0143 - Persons recorded  as victims of domestic crime related to severe health impairments","S3R0143 - Užregistruota asmenų, nukentėjusių nuo nusikaltimų, susijusių su sunkiu sveikatos sutrikdymu, artimoje aplinkoje","Children and  adults | Domestic environment | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Artima aplinka | Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0143_M3170143_4(1.0)",FALSE,FALSE,NA,NA,"M3170143_4"
"7079","S3R0144_M3170141","LSD","S3R0144 - Persons recorded as victims of sexual abuse in the domestic environment","S3R0144 - Užregistruota asmenų, nukentėjusių nuo seksualinės prievartos artimoje aplinkoje","Children and  adults | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0144_M3170141(1.0)",FALSE,FALSE,NA,NA,"M3170141"
"7080","S3R0144_M3170141_1","LSD","S3R0144 - Persons recorded as victims of sexual abuse in the domestic environment","S3R0144 - Užregistruota asmenų, nukentėjusių nuo seksualinės prievartos artimoje aplinkoje","Children and  adults | Place of residence | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Gyvenamoji vietovė | Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0144_M3170141_1(1.0)",FALSE,FALSE,NA,NA,"M3170141_1"
"7081","S3R0144_M3170141_2","LSD","S3R0144 - Persons recorded as victims of sexual abuse in the domestic environment","S3R0144 - Užregistruota asmenų, nukentėjusių nuo seksualinės prievartos artimoje aplinkoje","Children and  adults | Regions | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Lytis | Regionai | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0144_M3170141_2(1.0)",FALSE,FALSE,NA,NA,"M3170141_2"
"7082","S3R0144_M3170141_3","LSD","S3R0144 - Persons recorded as victims of sexual abuse in the domestic environment","S3R0144 - Užregistruota asmenų, nukentėjusių nuo seksualinės prievartos artimoje aplinkoje","Children and  adults | Occupation (2017 - 2018) (Was renewed: 2019-02-15)","Užimtumas | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0144_M3170141_3(1.0)",FALSE,FALSE,NA,NA,"M3170141_3"
"7083","S3R0144_M3170141_4","LSD","S3R0144 - Persons recorded as victims of sexual abuse in the domestic environment","S3R0144 - Užregistruota asmenų, nukentėjusių nuo seksualinės prievartos artimoje aplinkoje","Children and  adults | Sex | Type of crime (2017 - 2018) (Was renewed: 2019-02-15)","Lytis | Nusikaltimo rūšis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0144_M3170141_4(1.0)",FALSE,FALSE,NA,NA,"M3170141_4"
"7084","S3R0144_M3170141_5","LSD","S3R0144 - Persons recorded as victims of sexual abuse in the domestic environment","S3R0144 - Užregistruota asmenų, nukentėjusių nuo seksualinės prievartos artimoje aplinkoje","Children and  adults | Domestic environment | Sex (2017 - 2018) (Was renewed: 2019-02-15)","Artima aplinka | Lytis | Vaikai ir suaugusieji (2017 - 2018) (Atnaujinta: 2019-02-15)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0144_M3170141_5(1.0)",FALSE,FALSE,NA,NA,"M3170141_5"
"7085","S3R0145_M3170211","LSD","S3R0145 - Children delivered to the police institutions","S3R0145 - Vaikai, pristatyti į policijos įstaigas","Sex (2005 - 2018) (Was renewed: 2019-03-29)","Lytis (2005 - 2018) (Atnaujinta: 2019-03-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R0145_M3170211(1.0)",FALSE,FALSE,NA,NA,"M3170211"
